,features
1548,/z/lancelcy/R21/mfbs/3066.npy
1549,/z/lancelcy/R21/mfbs/3069.npy
1550,/z/lancelcy/R21/mfbs/3074.npy
1551,/z/lancelcy/R21/mfbs/3076.npy
1552,/z/lancelcy/R21/mfbs/3077.npy
1553,/z/lancelcy/R21/mfbs/3079.npy
1554,/z/lancelcy/R21/mfbs/3080.npy
1555,/z/lancelcy/R21/mfbs/3081.npy
1556,/z/lancelcy/R21/mfbs/3082.npy
1557,/z/lancelcy/R21/mfbs/3084.npy
1558,/z/lancelcy/R21/mfbs/3086.npy
1559,/z/lancelcy/R21/mfbs/3089.npy
1560,/z/lancelcy/R21/mfbs/3091.npy
1561,/z/lancelcy/R21/mfbs/3092.npy
1562,/z/lancelcy/R21/mfbs/3093.npy
1563,/z/lancelcy/R21/mfbs/3094.npy
1564,/z/lancelcy/R21/mfbs/3096.npy
1565,/z/lancelcy/R21/mfbs/3099.npy
1566,/z/lancelcy/R21/mfbs/3100.npy
1567,/z/lancelcy/R21/mfbs/3101.npy
1568,/z/lancelcy/R21/mfbs/3102.npy
1569,/z/lancelcy/R21/mfbs/3103.npy
1570,/z/lancelcy/R21/mfbs/3104.npy
1571,/z/lancelcy/R21/mfbs/3105.npy
1572,/z/lancelcy/R21/mfbs/3106.npy
1573,/z/lancelcy/R21/mfbs/3107.npy
1574,/z/lancelcy/R21/mfbs/3108.npy
1575,/z/lancelcy/R21/mfbs/3109.npy
1576,/z/lancelcy/R21/mfbs/3110.npy
1577,/z/lancelcy/R21/mfbs/3112.npy
1578,/z/lancelcy/R21/mfbs/3113.npy
1579,/z/lancelcy/R21/mfbs/3114.npy
1580,/z/lancelcy/R21/mfbs/3115.npy
1581,/z/lancelcy/R21/mfbs/3139.npy
1582,/z/lancelcy/R21/mfbs/3140.npy
1583,/z/lancelcy/R21/mfbs/3142.npy
1584,/z/lancelcy/R21/mfbs/3143.npy
1585,/z/lancelcy/R21/mfbs/3144.npy
1586,/z/lancelcy/R21/mfbs/3145.npy
1587,/z/lancelcy/R21/mfbs/3146.npy
1588,/z/lancelcy/R21/mfbs/3156.npy
1589,/z/lancelcy/R21/mfbs/3158.npy
1590,/z/lancelcy/R21/mfbs/3159.npy
1591,/z/lancelcy/R21/mfbs/3160.npy
1592,/z/lancelcy/R21/mfbs/3162.npy
1593,/z/lancelcy/R21/mfbs/3168.npy
1594,/z/lancelcy/R21/mfbs/3171.npy
1595,/z/lancelcy/R21/mfbs/3177.npy
1596,/z/lancelcy/R21/mfbs/3178.npy
1597,/z/lancelcy/R21/mfbs/3179.npy
1598,/z/lancelcy/R21/mfbs/3182.npy
1599,/z/lancelcy/R21/mfbs/3183.npy
1600,/z/lancelcy/R21/mfbs/3184.npy
1601,/z/lancelcy/R21/mfbs/3185.npy
1602,/z/lancelcy/R21/mfbs/3186.npy
1603,/z/lancelcy/R21/mfbs/3187.npy
1604,/z/lancelcy/R21/mfbs/3194.npy
1605,/z/lancelcy/R21/mfbs/3195.npy
1606,/z/lancelcy/R21/mfbs/3224.npy
1607,/z/lancelcy/R21/mfbs/3232.npy
1608,/z/lancelcy/R21/mfbs/3235.npy
1609,/z/lancelcy/R21/mfbs/3236.npy
1610,/z/lancelcy/R21/mfbs/3237.npy
1611,/z/lancelcy/R21/mfbs/3238.npy
1612,/z/lancelcy/R21/mfbs/3239.npy
1613,/z/lancelcy/R21/mfbs/3240.npy
1614,/z/lancelcy/R21/mfbs/3241.npy
1615,/z/lancelcy/R21/mfbs/3242.npy
1616,/z/lancelcy/R21/mfbs/3243.npy
1617,/z/lancelcy/R21/mfbs/3244.npy
1618,/z/lancelcy/R21/mfbs/3245.npy
1619,/z/lancelcy/R21/mfbs/3246.npy
1620,/z/lancelcy/R21/mfbs/3247.npy
1621,/z/lancelcy/R21/mfbs/3248.npy
1622,/z/lancelcy/R21/mfbs/3249.npy
1623,/z/lancelcy/R21/mfbs/3250.npy
1624,/z/lancelcy/R21/mfbs/3251.npy
1625,/z/lancelcy/R21/mfbs/3255.npy
1626,/z/lancelcy/R21/mfbs/3262.npy
1627,/z/lancelcy/R21/mfbs/3264.npy
1628,/z/lancelcy/R21/mfbs/3265.npy
1629,/z/lancelcy/R21/mfbs/3266.npy
1630,/z/lancelcy/R21/mfbs/3267.npy
1631,/z/lancelcy/R21/mfbs/3268.npy
1632,/z/lancelcy/R21/mfbs/3269.npy
1633,/z/lancelcy/R21/mfbs/3270.npy
1634,/z/lancelcy/R21/mfbs/3272.npy
1635,/z/lancelcy/R21/mfbs/3274.npy
1636,/z/lancelcy/R21/mfbs/3275.npy
1637,/z/lancelcy/R21/mfbs/3276.npy
1638,/z/lancelcy/R21/mfbs/3277.npy
1639,/z/lancelcy/R21/mfbs/3278.npy
1640,/z/lancelcy/R21/mfbs/3280.npy
1641,/z/lancelcy/R21/mfbs/3281.npy
1642,/z/lancelcy/R21/mfbs/3282.npy
1643,/z/lancelcy/R21/mfbs/3284.npy
1644,/z/lancelcy/R21/mfbs/3285.npy
1645,/z/lancelcy/R21/mfbs/3288.npy
1646,/z/lancelcy/R21/mfbs/3289.npy
1647,/z/lancelcy/R21/mfbs/3306.npy
1648,/z/lancelcy/R21/mfbs/3307.npy
1649,/z/lancelcy/R21/mfbs/3308.npy
1650,/z/lancelcy/R21/mfbs/3309.npy
1651,/z/lancelcy/R21/mfbs/3310.npy
1652,/z/lancelcy/R21/mfbs/3311.npy
1653,/z/lancelcy/R21/mfbs/3312.npy
1654,/z/lancelcy/R21/mfbs/3313.npy
1655,/z/lancelcy/R21/mfbs/3314.npy
1656,/z/lancelcy/R21/mfbs/3315.npy
1657,/z/lancelcy/R21/mfbs/3316.npy
1658,/z/lancelcy/R21/mfbs/3317.npy
1659,/z/lancelcy/R21/mfbs/3318.npy
1660,/z/lancelcy/R21/mfbs/3319.npy
1661,/z/lancelcy/R21/mfbs/3320.npy
1662,/z/lancelcy/R21/mfbs/3321.npy
1663,/z/lancelcy/R21/mfbs/3322.npy
1664,/z/lancelcy/R21/mfbs/3323.npy
1665,/z/lancelcy/R21/mfbs/3324.npy
1666,/z/lancelcy/R21/mfbs/3326.npy
1667,/z/lancelcy/R21/mfbs/3327.npy
1668,/z/lancelcy/R21/mfbs/3328.npy
1669,/z/lancelcy/R21/mfbs/3329.npy
1670,/z/lancelcy/R21/mfbs/3330.npy
1671,/z/lancelcy/R21/mfbs/3331.npy
1672,/z/lancelcy/R21/mfbs/3332.npy
1673,/z/lancelcy/R21/mfbs/3334.npy
1674,/z/lancelcy/R21/mfbs/3336.npy
1675,/z/lancelcy/R21/mfbs/3337.npy
1676,/z/lancelcy/R21/mfbs/3338.npy
1677,/z/lancelcy/R21/mfbs/3339.npy
1678,/z/lancelcy/R21/mfbs/3340.npy
1679,/z/lancelcy/R21/mfbs/3341.npy
1680,/z/lancelcy/R21/mfbs/3342.npy
1681,/z/lancelcy/R21/mfbs/3343.npy
1682,/z/lancelcy/R21/mfbs/3344.npy
1683,/z/lancelcy/R21/mfbs/3345.npy
1684,/z/lancelcy/R21/mfbs/3346.npy
1685,/z/lancelcy/R21/mfbs/3347.npy
1686,/z/lancelcy/R21/mfbs/3348.npy
1687,/z/lancelcy/R21/mfbs/3349.npy
1688,/z/lancelcy/R21/mfbs/3350.npy
1689,/z/lancelcy/R21/mfbs/3351.npy
1690,/z/lancelcy/R21/mfbs/3352.npy
1691,/z/lancelcy/R21/mfbs/3355.npy
1692,/z/lancelcy/R21/mfbs/3356.npy
1693,/z/lancelcy/R21/mfbs/3358.npy
1694,/z/lancelcy/R21/mfbs/3359.npy
1695,/z/lancelcy/R21/mfbs/3360.npy
1696,/z/lancelcy/R21/mfbs/3361.npy
1697,/z/lancelcy/R21/mfbs/3362.npy
1698,/z/lancelcy/R21/mfbs/3363.npy
1699,/z/lancelcy/R21/mfbs/3364.npy
1700,/z/lancelcy/R21/mfbs/3365.npy
1701,/z/lancelcy/R21/mfbs/3366.npy
1702,/z/lancelcy/R21/mfbs/3367.npy
1703,/z/lancelcy/R21/mfbs/3368.npy
1704,/z/lancelcy/R21/mfbs/3369.npy
1705,/z/lancelcy/R21/mfbs/3370.npy
1706,/z/lancelcy/R21/mfbs/3371.npy
1707,/z/lancelcy/R21/mfbs/3372.npy
1708,/z/lancelcy/R21/mfbs/3373.npy
1709,/z/lancelcy/R21/mfbs/3374.npy
1710,/z/lancelcy/R21/mfbs/3375.npy
1711,/z/lancelcy/R21/mfbs/3376.npy
1712,/z/lancelcy/R21/mfbs/3377.npy
1713,/z/lancelcy/R21/mfbs/3378.npy
1714,/z/lancelcy/R21/mfbs/3379.npy
1715,/z/lancelcy/R21/mfbs/3380.npy
1716,/z/lancelcy/R21/mfbs/3381.npy
1717,/z/lancelcy/R21/mfbs/3392.npy
1718,/z/lancelcy/R21/mfbs/3393.npy
1719,/z/lancelcy/R21/mfbs/3394.npy
1720,/z/lancelcy/R21/mfbs/3395.npy
1721,/z/lancelcy/R21/mfbs/3396.npy
1722,/z/lancelcy/R21/mfbs/3397.npy
1723,/z/lancelcy/R21/mfbs/3398.npy
1724,/z/lancelcy/R21/mfbs/3399.npy
1725,/z/lancelcy/R21/mfbs/3400.npy
1726,/z/lancelcy/R21/mfbs/3401.npy
1727,/z/lancelcy/R21/mfbs/3402.npy
1728,/z/lancelcy/R21/mfbs/3405.npy
1729,/z/lancelcy/R21/mfbs/3407.npy
1730,/z/lancelcy/R21/mfbs/3408.npy
1731,/z/lancelcy/R21/mfbs/3409.npy
1732,/z/lancelcy/R21/mfbs/3410.npy
1733,/z/lancelcy/R21/mfbs/3411.npy
1734,/z/lancelcy/R21/mfbs/3412.npy
1735,/z/lancelcy/R21/mfbs/3413.npy
1736,/z/lancelcy/R21/mfbs/3414.npy
1737,/z/lancelcy/R21/mfbs/3416.npy
1738,/z/lancelcy/R21/mfbs/3417.npy
1739,/z/lancelcy/R21/mfbs/3418.npy
1740,/z/lancelcy/R21/mfbs/3419.npy
1741,/z/lancelcy/R21/mfbs/3420.npy
1742,/z/lancelcy/R21/mfbs/3421.npy
1743,/z/lancelcy/R21/mfbs/3422.npy
1744,/z/lancelcy/R21/mfbs/3423.npy
1745,/z/lancelcy/R21/mfbs/3424.npy
1746,/z/lancelcy/R21/mfbs/3425.npy
1747,/z/lancelcy/R21/mfbs/3426.npy
1748,/z/lancelcy/R21/mfbs/3428.npy
1749,/z/lancelcy/R21/mfbs/3430.npy
1750,/z/lancelcy/R21/mfbs/3432.npy
1751,/z/lancelcy/R21/mfbs/3433.npy
1752,/z/lancelcy/R21/mfbs/3434.npy
1753,/z/lancelcy/R21/mfbs/3435.npy
1754,/z/lancelcy/R21/mfbs/3436.npy
1755,/z/lancelcy/R21/mfbs/3437.npy
1756,/z/lancelcy/R21/mfbs/3438.npy
1757,/z/lancelcy/R21/mfbs/3439.npy
1758,/z/lancelcy/R21/mfbs/3440.npy
1759,/z/lancelcy/R21/mfbs/3441.npy
1760,/z/lancelcy/R21/mfbs/3442.npy
1761,/z/lancelcy/R21/mfbs/3445.npy
1762,/z/lancelcy/R21/mfbs/3446.npy
1763,/z/lancelcy/R21/mfbs/3447.npy
1764,/z/lancelcy/R21/mfbs/3448.npy
1765,/z/lancelcy/R21/mfbs/3449.npy
1766,/z/lancelcy/R21/mfbs/3450.npy
1767,/z/lancelcy/R21/mfbs/3451.npy
1768,/z/lancelcy/R21/mfbs/3452.npy
1769,/z/lancelcy/R21/mfbs/3453.npy
1770,/z/lancelcy/R21/mfbs/3455.npy
1771,/z/lancelcy/R21/mfbs/3456.npy
1772,/z/lancelcy/R21/mfbs/3460.npy
1773,/z/lancelcy/R21/mfbs/3464.npy
1774,/z/lancelcy/R21/mfbs/3465.npy
1775,/z/lancelcy/R21/mfbs/3467.npy
1776,/z/lancelcy/R21/mfbs/3469.npy
1777,/z/lancelcy/R21/mfbs/3470.npy
1778,/z/lancelcy/R21/mfbs/3471.npy
1779,/z/lancelcy/R21/mfbs/3472.npy
1780,/z/lancelcy/R21/mfbs/3473.npy
1781,/z/lancelcy/R21/mfbs/3474.npy
1782,/z/lancelcy/R21/mfbs/3475.npy
1783,/z/lancelcy/R21/mfbs/3476.npy
1784,/z/lancelcy/R21/mfbs/3478.npy
1785,/z/lancelcy/R21/mfbs/3479.npy
1786,/z/lancelcy/R21/mfbs/3481.npy
1787,/z/lancelcy/R21/mfbs/3482.npy
1788,/z/lancelcy/R21/mfbs/3483.npy
1789,/z/lancelcy/R21/mfbs/3484.npy
1790,/z/lancelcy/R21/mfbs/3485.npy
1791,/z/lancelcy/R21/mfbs/3486.npy
1792,/z/lancelcy/R21/mfbs/3487.npy
1793,/z/lancelcy/R21/mfbs/3488.npy
1794,/z/lancelcy/R21/mfbs/3489.npy
1795,/z/lancelcy/R21/mfbs/3490.npy
1796,/z/lancelcy/R21/mfbs/3491.npy
1797,/z/lancelcy/R21/mfbs/3492.npy
1798,/z/lancelcy/R21/mfbs/3504.npy
1799,/z/lancelcy/R21/mfbs/3505.npy
1800,/z/lancelcy/R21/mfbs/3506.npy
1801,/z/lancelcy/R21/mfbs/3507.npy
1802,/z/lancelcy/R21/mfbs/3508.npy
1803,/z/lancelcy/R21/mfbs/3509.npy
1804,/z/lancelcy/R21/mfbs/3510.npy
1805,/z/lancelcy/R21/mfbs/3512.npy
1806,/z/lancelcy/R21/mfbs/3513.npy
1807,/z/lancelcy/R21/mfbs/3514.npy
1808,/z/lancelcy/R21/mfbs/3516.npy
1809,/z/lancelcy/R21/mfbs/3517.npy
1810,/z/lancelcy/R21/mfbs/3518.npy
1811,/z/lancelcy/R21/mfbs/3519.npy
1812,/z/lancelcy/R21/mfbs/3520.npy
1813,/z/lancelcy/R21/mfbs/3521.npy
1814,/z/lancelcy/R21/mfbs/3522.npy
1815,/z/lancelcy/R21/mfbs/3523.npy
1816,/z/lancelcy/R21/mfbs/3524.npy
1817,/z/lancelcy/R21/mfbs/3525.npy
1818,/z/lancelcy/R21/mfbs/3526.npy
1819,/z/lancelcy/R21/mfbs/3527.npy
1820,/z/lancelcy/R21/mfbs/3528.npy
1821,/z/lancelcy/R21/mfbs/3529.npy
1822,/z/lancelcy/R21/mfbs/3530.npy
1823,/z/lancelcy/R21/mfbs/3531.npy
1824,/z/lancelcy/R21/mfbs/3532.npy
1825,/z/lancelcy/R21/mfbs/3533.npy
1826,/z/lancelcy/R21/mfbs/3534.npy
1827,/z/lancelcy/R21/mfbs/3535.npy
1828,/z/lancelcy/R21/mfbs/3536.npy
1829,/z/lancelcy/R21/mfbs/3537.npy
1830,/z/lancelcy/R21/mfbs/3538.npy
1831,/z/lancelcy/R21/mfbs/3539.npy
1832,/z/lancelcy/R21/mfbs/3540.npy
1833,/z/lancelcy/R21/mfbs/3543.npy
1834,/z/lancelcy/R21/mfbs/3544.npy
1835,/z/lancelcy/R21/mfbs/3545.npy
1836,/z/lancelcy/R21/mfbs/3546.npy
1837,/z/lancelcy/R21/mfbs/3547.npy
1838,/z/lancelcy/R21/mfbs/3548.npy
1839,/z/lancelcy/R21/mfbs/3549.npy
1840,/z/lancelcy/R21/mfbs/3550.npy
1841,/z/lancelcy/R21/mfbs/3554.npy
1842,/z/lancelcy/R21/mfbs/3555.npy
1843,/z/lancelcy/R21/mfbs/3556.npy
1844,/z/lancelcy/R21/mfbs/3558.npy
1845,/z/lancelcy/R21/mfbs/3559.npy
1846,/z/lancelcy/R21/mfbs/3560.npy
1847,/z/lancelcy/R21/mfbs/3561.npy
1848,/z/lancelcy/R21/mfbs/3562.npy
1849,/z/lancelcy/R21/mfbs/3563.npy
1850,/z/lancelcy/R21/mfbs/3564.npy
1851,/z/lancelcy/R21/mfbs/3566.npy
1852,/z/lancelcy/R21/mfbs/3567.npy
1853,/z/lancelcy/R21/mfbs/3568.npy
1854,/z/lancelcy/R21/mfbs/3569.npy
1855,/z/lancelcy/R21/mfbs/3570.npy
1856,/z/lancelcy/R21/mfbs/3571.npy
1857,/z/lancelcy/R21/mfbs/3572.npy
1858,/z/lancelcy/R21/mfbs/3574.npy
1859,/z/lancelcy/R21/mfbs/3575.npy
1860,/z/lancelcy/R21/mfbs/3576.npy
1861,/z/lancelcy/R21/mfbs/3577.npy
1862,/z/lancelcy/R21/mfbs/3578.npy
1863,/z/lancelcy/R21/mfbs/3579.npy
1864,/z/lancelcy/R21/mfbs/3580.npy
1865,/z/lancelcy/R21/mfbs/3582.npy
1866,/z/lancelcy/R21/mfbs/3583.npy
1867,/z/lancelcy/R21/mfbs/3584.npy
1868,/z/lancelcy/R21/mfbs/3585.npy
1869,/z/lancelcy/R21/mfbs/3586.npy
1870,/z/lancelcy/R21/mfbs/3587.npy
1871,/z/lancelcy/R21/mfbs/3589.npy
1872,/z/lancelcy/R21/mfbs/3590.npy
1873,/z/lancelcy/R21/mfbs/3591.npy
1874,/z/lancelcy/R21/mfbs/3592.npy
1875,/z/lancelcy/R21/mfbs/3593.npy
1876,/z/lancelcy/R21/mfbs/3594.npy
1877,/z/lancelcy/R21/mfbs/3596.npy
1878,/z/lancelcy/R21/mfbs/3597.npy
1879,/z/lancelcy/R21/mfbs/3598.npy
1880,/z/lancelcy/R21/mfbs/3600.npy
1881,/z/lancelcy/R21/mfbs/3601.npy
1882,/z/lancelcy/R21/mfbs/3602.npy
1883,/z/lancelcy/R21/mfbs/3603.npy
1884,/z/lancelcy/R21/mfbs/3604.npy
1885,/z/lancelcy/R21/mfbs/3605.npy
1886,/z/lancelcy/R21/mfbs/3606.npy
1887,/z/lancelcy/R21/mfbs/3607.npy
1888,/z/lancelcy/R21/mfbs/3608.npy
1889,/z/lancelcy/R21/mfbs/3609.npy
1890,/z/lancelcy/R21/mfbs/3610.npy
1891,/z/lancelcy/R21/mfbs/3611.npy
1892,/z/lancelcy/R21/mfbs/3614.npy
1893,/z/lancelcy/R21/mfbs/3615.npy
1894,/z/lancelcy/R21/mfbs/3616.npy
1895,/z/lancelcy/R21/mfbs/3617.npy
1896,/z/lancelcy/R21/mfbs/3619.npy
1897,/z/lancelcy/R21/mfbs/3620.npy
1898,/z/lancelcy/R21/mfbs/3624.npy
1899,/z/lancelcy/R21/mfbs/3625.npy
1900,/z/lancelcy/R21/mfbs/3626.npy
1901,/z/lancelcy/R21/mfbs/3627.npy
1902,/z/lancelcy/R21/mfbs/3628.npy
1903,/z/lancelcy/R21/mfbs/3629.npy
1904,/z/lancelcy/R21/mfbs/3630.npy
1905,/z/lancelcy/R21/mfbs/3631.npy
1906,/z/lancelcy/R21/mfbs/3633.npy
1907,/z/lancelcy/R21/mfbs/3634.npy
1908,/z/lancelcy/R21/mfbs/3635.npy
1909,/z/lancelcy/R21/mfbs/3636.npy
1910,/z/lancelcy/R21/mfbs/3637.npy
1911,/z/lancelcy/R21/mfbs/3638.npy
1912,/z/lancelcy/R21/mfbs/3639.npy
1913,/z/lancelcy/R21/mfbs/3641.npy
1914,/z/lancelcy/R21/mfbs/3642.npy
1915,/z/lancelcy/R21/mfbs/3645.npy
1916,/z/lancelcy/R21/mfbs/3646.npy
1917,/z/lancelcy/R21/mfbs/3647.npy
1918,/z/lancelcy/R21/mfbs/3648.npy
1919,/z/lancelcy/R21/mfbs/3649.npy
1920,/z/lancelcy/R21/mfbs/3650.npy
1921,/z/lancelcy/R21/mfbs/3653.npy
1922,/z/lancelcy/R21/mfbs/3655.npy
1923,/z/lancelcy/R21/mfbs/3656.npy
1924,/z/lancelcy/R21/mfbs/3657.npy
1925,/z/lancelcy/R21/mfbs/3658.npy
1926,/z/lancelcy/R21/mfbs/3663.npy
1927,/z/lancelcy/R21/mfbs/3664.npy
1928,/z/lancelcy/R21/mfbs/3666.npy
1929,/z/lancelcy/R21/mfbs/3667.npy
1930,/z/lancelcy/R21/mfbs/3668.npy
1931,/z/lancelcy/R21/mfbs/3670.npy
1932,/z/lancelcy/R21/mfbs/3671.npy
1933,/z/lancelcy/R21/mfbs/3676.npy
1934,/z/lancelcy/R21/mfbs/3677.npy
1935,/z/lancelcy/R21/mfbs/3679.npy
1936,/z/lancelcy/R21/mfbs/3680.npy
1937,/z/lancelcy/R21/mfbs/3681.npy
1938,/z/lancelcy/R21/mfbs/3682.npy
1939,/z/lancelcy/R21/mfbs/3683.npy
1940,/z/lancelcy/R21/mfbs/3684.npy
1941,/z/lancelcy/R21/mfbs/3685.npy
1942,/z/lancelcy/R21/mfbs/3687.npy
1943,/z/lancelcy/R21/mfbs/3691.npy
1944,/z/lancelcy/R21/mfbs/3694.npy
1945,/z/lancelcy/R21/mfbs/3696.npy
1946,/z/lancelcy/R21/mfbs/3697.npy
1947,/z/lancelcy/R21/mfbs/3708.npy
1948,/z/lancelcy/R21/mfbs/3710.npy
1949,/z/lancelcy/R21/mfbs/3714.npy
1950,/z/lancelcy/R21/mfbs/3717.npy
1951,/z/lancelcy/R21/mfbs/3718.npy
1952,/z/lancelcy/R21/mfbs/3719.npy
1953,/z/lancelcy/R21/mfbs/3720.npy
1954,/z/lancelcy/R21/mfbs/3721.npy
1955,/z/lancelcy/R21/mfbs/3723.npy
1956,/z/lancelcy/R21/mfbs/3724.npy
1957,/z/lancelcy/R21/mfbs/3725.npy
1958,/z/lancelcy/R21/mfbs/3726.npy
1959,/z/lancelcy/R21/mfbs/3727.npy
1960,/z/lancelcy/R21/mfbs/3728.npy
1961,/z/lancelcy/R21/mfbs/3729.npy
1962,/z/lancelcy/R21/mfbs/3730.npy
1963,/z/lancelcy/R21/mfbs/3731.npy
1964,/z/lancelcy/R21/mfbs/3732.npy
1965,/z/lancelcy/R21/mfbs/3733.npy
1966,/z/lancelcy/R21/mfbs/3734.npy
1967,/z/lancelcy/R21/mfbs/3736.npy
1968,/z/lancelcy/R21/mfbs/3737.npy
1969,/z/lancelcy/R21/mfbs/3740.npy
1970,/z/lancelcy/R21/mfbs/3741.npy
1971,/z/lancelcy/R21/mfbs/3744.npy
1972,/z/lancelcy/R21/mfbs/3749.npy
1973,/z/lancelcy/R21/mfbs/3750.npy
1974,/z/lancelcy/R21/mfbs/3751.npy
1975,/z/lancelcy/R21/mfbs/3752.npy
1976,/z/lancelcy/R21/mfbs/3753.npy
1977,/z/lancelcy/R21/mfbs/3754.npy
1978,/z/lancelcy/R21/mfbs/3755.npy
1979,/z/lancelcy/R21/mfbs/3756.npy
1980,/z/lancelcy/R21/mfbs/3757.npy
1981,/z/lancelcy/R21/mfbs/3759.npy
1982,/z/lancelcy/R21/mfbs/3760.npy
1983,/z/lancelcy/R21/mfbs/3762.npy
1984,/z/lancelcy/R21/mfbs/3763.npy
1985,/z/lancelcy/R21/mfbs/3764.npy
1986,/z/lancelcy/R21/mfbs/3765.npy
1987,/z/lancelcy/R21/mfbs/3766.npy
1988,/z/lancelcy/R21/mfbs/3767.npy
1989,/z/lancelcy/R21/mfbs/3768.npy
1990,/z/lancelcy/R21/mfbs/3769.npy
1991,/z/lancelcy/R21/mfbs/3770.npy
1992,/z/lancelcy/R21/mfbs/3771.npy
1993,/z/lancelcy/R21/mfbs/3772.npy
1994,/z/lancelcy/R21/mfbs/3773.npy
1995,/z/lancelcy/R21/mfbs/3774.npy
1996,/z/lancelcy/R21/mfbs/3775.npy
1997,/z/lancelcy/R21/mfbs/3776.npy
1998,/z/lancelcy/R21/mfbs/3777.npy
1999,/z/lancelcy/R21/mfbs/3779.npy
2000,/z/lancelcy/R21/mfbs/3794.npy
2001,/z/lancelcy/R21/mfbs/3795.npy
2002,/z/lancelcy/R21/mfbs/3796.npy
2003,/z/lancelcy/R21/mfbs/3800.npy
2004,/z/lancelcy/R21/mfbs/3801.npy
2005,/z/lancelcy/R21/mfbs/3802.npy
2006,/z/lancelcy/R21/mfbs/3804.npy
2007,/z/lancelcy/R21/mfbs/3805.npy
2008,/z/lancelcy/R21/mfbs/3806.npy
2009,/z/lancelcy/R21/mfbs/3807.npy
2010,/z/lancelcy/R21/mfbs/3808.npy
2011,/z/lancelcy/R21/mfbs/3809.npy
2012,/z/lancelcy/R21/mfbs/3810.npy
2013,/z/lancelcy/R21/mfbs/3812.npy
2014,/z/lancelcy/R21/mfbs/3813.npy
2015,/z/lancelcy/R21/mfbs/3814.npy
2016,/z/lancelcy/R21/mfbs/3815.npy
2017,/z/lancelcy/R21/mfbs/3816.npy
2018,/z/lancelcy/R21/mfbs/3817.npy
2019,/z/lancelcy/R21/mfbs/3819.npy
2020,/z/lancelcy/R21/mfbs/3821.npy
2021,/z/lancelcy/R21/mfbs/3822.npy
2022,/z/lancelcy/R21/mfbs/3824.npy
2023,/z/lancelcy/R21/mfbs/3827.npy
2024,/z/lancelcy/R21/mfbs/3828.npy
2025,/z/lancelcy/R21/mfbs/3829.npy
2026,/z/lancelcy/R21/mfbs/3830.npy
2027,/z/lancelcy/R21/mfbs/3831.npy
2028,/z/lancelcy/R21/mfbs/3832.npy
2029,/z/lancelcy/R21/mfbs/3835.npy
2030,/z/lancelcy/R21/mfbs/3836.npy
2031,/z/lancelcy/R21/mfbs/3837.npy
2032,/z/lancelcy/R21/mfbs/3838.npy
2033,/z/lancelcy/R21/mfbs/3839.npy
2034,/z/lancelcy/R21/mfbs/3840.npy
2035,/z/lancelcy/R21/mfbs/3842.npy
2036,/z/lancelcy/R21/mfbs/3843.npy
2037,/z/lancelcy/R21/mfbs/3844.npy
2038,/z/lancelcy/R21/mfbs/3845.npy
2039,/z/lancelcy/R21/mfbs/3846.npy
2040,/z/lancelcy/R21/mfbs/3847.npy
2041,/z/lancelcy/R21/mfbs/3848.npy
2042,/z/lancelcy/R21/mfbs/3849.npy
2043,/z/lancelcy/R21/mfbs/3851.npy
2044,/z/lancelcy/R21/mfbs/3853.npy
2045,/z/lancelcy/R21/mfbs/3854.npy
2046,/z/lancelcy/R21/mfbs/3855.npy
2047,/z/lancelcy/R21/mfbs/3856.npy
2048,/z/lancelcy/R21/mfbs/3859.npy
2049,/z/lancelcy/R21/mfbs/3860.npy
2050,/z/lancelcy/R21/mfbs/3861.npy
2051,/z/lancelcy/R21/mfbs/3862.npy
2052,/z/lancelcy/R21/mfbs/3863.npy
2053,/z/lancelcy/R21/mfbs/3869.npy
2054,/z/lancelcy/R21/mfbs/3870.npy
2055,/z/lancelcy/R21/mfbs/3872.npy
2056,/z/lancelcy/R21/mfbs/3873.npy
2057,/z/lancelcy/R21/mfbs/3874.npy
2058,/z/lancelcy/R21/mfbs/3875.npy
2059,/z/lancelcy/R21/mfbs/3876.npy
2060,/z/lancelcy/R21/mfbs/3878.npy
2061,/z/lancelcy/R21/mfbs/3879.npy
2062,/z/lancelcy/R21/mfbs/3885.npy
2063,/z/lancelcy/R21/mfbs/3886.npy
2064,/z/lancelcy/R21/mfbs/3887.npy
2065,/z/lancelcy/R21/mfbs/3888.npy
2066,/z/lancelcy/R21/mfbs/3889.npy
2067,/z/lancelcy/R21/mfbs/3890.npy
2068,/z/lancelcy/R21/mfbs/3892.npy
2069,/z/lancelcy/R21/mfbs/3893.npy
2070,/z/lancelcy/R21/mfbs/3894.npy
2071,/z/lancelcy/R21/mfbs/3895.npy
2072,/z/lancelcy/R21/mfbs/3896.npy
2073,/z/lancelcy/R21/mfbs/3897.npy
2074,/z/lancelcy/R21/mfbs/3898.npy
2075,/z/lancelcy/R21/mfbs/3900.npy
2076,/z/lancelcy/R21/mfbs/3901.npy
2077,/z/lancelcy/R21/mfbs/3902.npy
2078,/z/lancelcy/R21/mfbs/3903.npy
2079,/z/lancelcy/R21/mfbs/3904.npy
2080,/z/lancelcy/R21/mfbs/3905.npy
2081,/z/lancelcy/R21/mfbs/3906.npy
2082,/z/lancelcy/R21/mfbs/3907.npy
2083,/z/lancelcy/R21/mfbs/3908.npy
2084,/z/lancelcy/R21/mfbs/3909.npy
2085,/z/lancelcy/R21/mfbs/3910.npy
